,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,315.0,1,405,2019647068,29,499.0,1,405,2019647068,29,315.0,1,405,2019647068,29,315.0,1,405,2019647068,29
1,354.0,1,592,-243092666,18,313.0,1,592,-243092666,18,255.0,1,592,-243092666,18,351.0,1,592,-243092666,18
2,360.0,1,361,740242628,33,269.0,1,361,740242628,33,376.0,1,361,740242628,33,322.0,1,361,740242628,33
3,494.0,1,217,1821439896,11,408.0,1,217,1821439896,11,263.0,1,217,1821439896,11,306.0,1,217,1821439896,11
4,206.0,1,179,36621797,17,262.0,1,179,36621797,17,206.0,1,179,36621797,17,206.0,1,179,36621797,17
5,505.0,1,591,1650897534,54,389.0,1,591,1650897534,54,458.0,1,591,1650897534,54,314.0,1,591,1650897534,54
6,290.0,1,183,1539222721,15,327.0,1,183,1539222721,15,333.0,1,183,1539222721,15,263.0,1,183,1539222721,15
7,270.0,1,198,700254531,8,258.0,1,198,700254531,8,270.0,1,198,700254531,8,270.0,1,198,700254531,8
8,263.0,1,202,-488167780,5,318.0,1,202,-488167780,5,263.0,1,202,-488167780,5,263.0,1,202,-488167780,5
9,300.0,1,681,-883430377,41,280.0,1,681,-883430377,41,319.0,1,681,-883430377,41,289.0,1,681,-883430377,41
10,392.0,1,558,-2119346849,23,291.0,1,558,-2119346849,23,266.0,1,558,-2119346849,23,378.0,1,558,-2119346849,23
11,434.0,1,627,2077784110,13,502.0,1,627,2077784110,13,375.0,1,627,2077784110,13,327.0,1,627,2077784110,13
12,483.0,1,620,-145352236,25,279.0,1,620,-145352236,25,277.0,1,620,-145352236,25,330.0,1,620,-145352236,25
13,305.0,1,609,928541310,13,504.0,1,609,928541310,13,320.0,1,609,928541310,13,257.0,1,609,928541310,13
14,381.0,1,159,-776058797,15,217.0,1,159,-776058797,15,381.0,1,159,-776058797,15,381.0,1,159,-776058797,15
15,383.0,1,363,1821731303,33,441.0,1,363,1821731303,33,434.0,1,363,1821731303,33,266.0,1,363,1821731303,33
16,348.0,1,667,-1694608825,27,513.0,1,667,-1694608825,27,487.0,1,667,-1694608825,27,436.0,1,667,-1694608825,27
17,270.0,1,402,1324443285,9,278.0,1,402,1324443285,9,496.0,1,402,1324443285,9,267.0,1,402,1324443285,9
18,271.0,1,303,1079786176,22,346.0,1,303,1079786176,22,307.0,1,303,1079786176,22,376.0,1,303,1079786176,22
19,452.0,1,670,728343231,54,276.0,1,670,728343231,54,270.0,1,670,728343231,54,275.0,1,670,728343231,54
20,335.0,1,369,-1594477287,26,297.0,1,369,-1594477287,26,330.0,1,369,-1594477287,26,317.0,1,369,-1594477287,26
21,379.0,1,474,309150066,24,282.0,1,474,309150066,24,312.0,1,474,309150066,24,218.0,1,474,309150066,24
22,398.0,1,462,-250921154,42,390.0,1,462,-250921154,42,420.0,1,462,-250921154,42,410.0,1,462,-250921154,42
23,407.0,1,424,-325420724,17,316.0,1,424,-325420724,17,366.0,1,424,-325420724,17,441.0,1,424,-325420724,17
24,285.0,1,329,591632640,10,298.0,1,329,591632640,10,370.0,1,329,591632640,10,272.0,1,329,591632640,10
25,374.0,1,458,216096489,14,372.0,1,458,216096489,14,319.0,1,458,216096489,14,306.0,1,458,216096489,14
26,382.0,1,550,672836336,11,266.0,1,550,672836336,11,430.0,1,550,672836336,11,263.0,1,550,672836336,11
27,344.0,1,389,1812359192,36,265.0,1,389,1812359192,36,344.0,1,389,1812359192,36,344.0,1,389,1812359192,36
28,268.0,1,236,306218621,12,276.0,1,236,306218621,12,268.0,1,236,306218621,12,268.0,1,236,306218621,12
29,479.0,1,417,-1691846117,38,315.0,1,417,-1691846117,38,479.0,1,417,-1691846117,38,479.0,1,417,-1691846117,38
30,268.0,1,408,572250938,21,439.0,1,408,572250938,21,268.0,1,408,572250938,21,268.0,1,408,572250938,21
