,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-9332514,277.0,14,0,288.0,9,1,289.0,9,0,347.0,8,1
1,-2079166839,303.0,14,0,227.0,16,3,266.0,16,0,256.0,16,2
2,664799417,270.0,4,0,241.0,16,0,241.0,16,0,241.0,16,0
3,1407150558,402.0,12,0,391.0,12,2,257.0,11,0,356.0,12,2
4,91848610,282.0,13,0,258.0,11,3,256.0,11,0,279.0,9,2
5,1365934008,264.0,11,0,319.0,13,0,319.0,13,0,319.0,13,0
6,-881569395,266.0,13,0,286.0,32,1,262.0,29,0,272.0,31,3
7,-296329667,356.0,24,0,522.0,6,1,335.0,6,0,208.0,9,3
8,-852839807,269.0,11,0,228.0,6,2,339.0,7,0,255.0,8,1
9,1324390859,321.0,19,0,290.0,12,1,374.0,11,0,275.0,12,1
10,-1213990509,308.0,20,0,388.0,14,2,289.0,10,0,547.0,11,2
11,395511941,295.0,13,0,256.0,21,1,319.0,22,0,302.0,22,1
12,-670115370,256.0,7,0,318.0,17,1,253.0,22,0,213.0,24,2
13,382027102,374.0,17,0,263.0,12,0,263.0,12,0,263.0,12,0
14,1835868302,268.0,14,0,355.0,20,2,256.0,18,0,276.0,19,2
15,1474205978,260.0,12,0,558.0,3,4,301.0,4,0,320.0,6,3
16,-354107069,257.0,18,0,343.0,13,1,275.0,10,0,250.0,11,3
17,2086708959,313.0,10,0,268.0,11,1,264.0,13,0,367.0,13,2
18,1700892307,342.0,7,0,255.0,10,3,325.0,11,0,268.0,9,3
19,624751988,256.0,9,0,260.0,15,0,260.0,15,0,260.0,15,0
20,-1747486256,262.0,10,0,269.0,17,3,257.0,17,0,210.0,16,2
21,-12854335,513.0,14,0,286.0,10,3,277.0,8,0,295.0,7,4
22,1690732150,279.0,14,0,351.0,12,0,351.0,12,0,351.0,12,0
23,1260716282,391.0,20,0,261.0,13,4,270.0,15,0,260.0,13,0
24,178644425,499.0,11,0,272.0,12,1,207.0,9,0,321.0,11,1
25,2056280681,358.0,14,0,327.0,8,2,319.0,7,0,268.0,7,2
