,random_seed,random_pass,random_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-1370311026,462,28,233.0,24,0,241.0,12,1,319.0,17,0,340.0,13,1
1,-552604479,462,28,292.0,12,0,266.0,10,0,266.0,10,0,266.0,10,0
2,482165490,462,28,488.0,23,0,316.0,21,4,210.0,18,0,320.0,18,3
3,-1015832282,462,28,333.0,18,0,352.0,11,3,358.0,10,0,207.0,10,2
4,-448991802,462,28,326.0,13,0,327.0,14,1,232.0,16,0,206.0,18,1
5,-129874485,462,28,214.0,19,0,277.0,14,3,257.0,15,0,330.0,17,2
6,-1678398990,462,28,315.0,11,0,330.0,6,4,260.0,7,0,258.0,10,5
7,-1695385807,462,28,285.0,15,0,326.0,14,4,337.0,13,0,260.0,14,4
8,1161662213,462,28,611.0,15,0,257.0,10,0,257.0,10,0,257.0,10,0
9,-1726958089,462,28,351.0,10,0,220.0,17,4,374.0,14,0,306.0,16,4
10,1193574541,462,28,255.0,10,0,239.0,8,3,258.0,13,0,216.0,13,2
11,1166561384,462,28,324.0,23,0,267.0,13,1,313.0,20,0,318.0,20,1
12,-1489541202,462,28,280.0,5,0,266.0,9,3,278.0,9,0,284.0,10,3
13,-629418903,462,28,262.0,7,0,318.0,18,2,347.0,17,0,333.0,19,3
14,2134053454,462,28,274.0,14,0,316.0,14,1,283.0,14,0,320.0,13,1
15,-1761045090,462,28,318.0,12,0,262.0,10,2,317.0,11,0,290.0,12,2
16,838401749,462,28,313.0,11,0,262.0,20,1,371.0,20,0,319.0,11,2
17,1025059345,462,28,258.0,10,0,252.0,8,1,265.0,7,0,252.0,7,1
18,82504475,462,28,272.0,14,0,268.0,10,1,250.0,9,0,306.0,12,2
19,2127862990,462,28,494.0,11,0,214.0,18,5,255.0,17,0,318.0,17,5
20,59148760,462,28,271.0,10,0,254.0,7,1,258.0,9,0,252.0,10,1
21,1089561645,462,28,323.0,17,0,385.0,14,2,321.0,12,0,255.0,13,3
22,-209270251,462,28,261.0,13,0,261.0,9,1,349.0,9,0,285.0,9,1
23,-1916791524,462,28,491.0,7,0,525.0,14,1,268.0,13,0,449.0,11,1
24,441424011,462,28,317.0,18,0,266.0,25,6,257.0,26,0,258.0,24,5
25,208689047,462,28,263.0,16,0,268.0,19,1,284.0,18,0,288.0,17,1
26,1329292698,462,28,254.0,4,0,300.0,19,3,316.0,15,0,264.0,18,3
27,-651069908,462,28,287.0,9,0,261.0,24,3,256.0,24,0,316.0,26,3
28,-1984942773,462,28,268.0,18,0,217.0,15,1,305.0,20,0,310.0,20,1
29,-596676745,462,28,257.0,16,0,256.0,14,1,318.0,12,0,223.0,13,3
30,-1787411370,462,28,503.0,13,0,298.0,16,1,242.0,15,0,245.0,20,2
31,911859092,462,28,306.0,16,0,378.0,12,2,297.0,10,0,311.0,10,1
32,-2095101140,462,28,266.0,16,0,258.0,17,2,256.0,16,0,317.0,14,3
33,578396535,462,28,264.0,23,0,315.0,14,2,315.0,16,0,282.0,15,3
34,1991181772,462,28,264.0,24,0,392.0,12,1,253.0,10,0,244.0,11,3
35,292655826,462,28,266.0,15,0,204.0,10,2,288.0,9,0,277.0,8,2
36,2137295940,462,28,327.0,19,0,317.0,8,1,270.0,10,0,256.0,11,1
37,-964012009,462,28,540.0,16,0,275.0,8,0,275.0,8,0,275.0,8,0
38,2062294022,462,28,325.0,11,0,273.0,8,2,345.0,13,0,279.0,10,2
39,-319630507,462,28,263.0,15,0,319.0,13,3,474.0,12,0,230.0,14,4
40,872271338,462,28,264.0,16,0,314.0,15,2,281.0,17,0,264.0,17,2
41,1968959468,462,28,301.0,19,0,224.0,15,2,309.0,11,0,211.0,13,1
42,-142766938,462,28,316.0,13,0,252.0,14,0,252.0,14,0,252.0,14,0
43,1402826345,462,28,281.0,22,0,314.0,20,2,265.0,20,0,273.0,16,2
44,1357281897,462,28,260.0,7,0,356.0,19,3,215.0,20,0,312.0,18,3
45,1453805415,462,28,372.0,16,0,251.0,13,0,251.0,13,0,251.0,13,0
46,-1356615817,462,28,263.0,4,0,259.0,19,2,350.0,16,0,313.0,14,2
47,1085927157,462,28,315.0,14,0,217.0,15,0,217.0,15,0,217.0,15,0
48,-1878151700,462,28,259.0,16,0,272.0,7,3,290.0,8,0,262.0,9,2
49,-1636096448,462,28,339.0,10,0,258.0,16,0,258.0,16,0,258.0,16,0
