,random_seed,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,1860763988,375.0,12,0,293.0,9,2,269.0,11,0,317.0,11,3
1,430345086,358.0,9,0,332.0,18,3,345.0,19,0,252.0,15,3
2,-736948567,270.0,11,0,334.0,13,3,257.0,15,0,263.0,16,2
3,1935363078,298.0,14,0,315.0,14,1,292.0,11,0,215.0,13,2
4,956408048,316.0,11,0,324.0,14,4,351.0,11,0,260.0,15,2
5,-131223628,492.0,13,0,320.0,14,2,223.0,14,0,258.0,15,4
6,-1582502611,276.0,18,0,253.0,10,3,324.0,16,0,259.0,12,1
7,-349156928,500.0,11,0,317.0,20,2,298.0,21,0,277.0,19,2
8,1133732558,256.0,22,0,253.0,17,1,260.0,18,0,263.0,18,1
9,1077838834,274.0,18,0,278.0,14,1,270.0,15,0,298.0,14,1
10,1737366426,412.0,7,0,216.0,21,0,216.0,21,0,216.0,21,0
11,-1599377198,495.0,15,0,342.0,13,1,261.0,13,0,303.0,13,1
12,-1931846025,265.0,14,0,255.0,18,2,267.0,18,0,264.0,18,2
13,1799760733,270.0,14,0,260.0,18,1,308.0,18,0,275.0,17,1
14,-1838862978,265.0,7,0,292.0,9,1,262.0,9,0,272.0,10,1
15,1731552527,304.0,15,0,260.0,13,1,318.0,13,0,273.0,15,1
16,-126191696,270.0,9,0,312.0,18,1,276.0,16,0,263.0,16,1
17,-1524875747,278.0,11,0,330.0,12,3,264.0,13,0,257.0,11,3
18,-1041199504,266.0,12,0,262.0,17,1,273.0,18,0,311.0,18,3
19,-180033671,256.0,9,0,261.0,13,1,261.0,17,0,258.0,15,1
20,-1707731882,263.0,9,0,231.0,10,5,263.0,10,0,261.0,10,4
21,876587814,249.0,12,0,337.0,11,0,337.0,11,0,337.0,11,0
22,1064144010,262.0,8,0,263.0,7,0,263.0,7,0,263.0,7,0
23,-1953088840,269.0,16,0,350.0,13,2,315.0,15,0,330.0,15,2
24,-345309502,270.0,7,0,270.0,11,1,262.0,11,0,276.0,10,2
25,-142477011,267.0,12,0,387.0,14,2,374.0,17,0,320.0,13,3
26,-685462970,261.0,11,0,318.0,18,2,379.0,23,0,268.0,18,1
27,-453584458,312.0,14,0,234.0,10,1,255.0,8,0,214.0,9,1
28,610321892,267.0,14,0,268.0,14,1,252.0,17,0,258.0,18,1
29,197734510,505.0,10,0,262.0,10,0,262.0,10,0,262.0,10,0
30,500685806,262.0,18,0,267.0,18,2,262.0,18,0,267.0,19,1
31,-2048779716,431.0,13,0,348.0,12,3,266.0,10,0,256.0,15,4
32,980693520,267.0,7,0,273.0,12,3,264.0,12,0,268.0,11,1
33,1795758918,287.0,6,0,262.0,12,3,268.0,11,0,343.0,13,1
34,-298284702,268.0,17,0,292.0,9,2,254.0,8,0,261.0,10,3
35,-404497387,284.0,14,0,254.0,10,1,217.0,10,0,400.0,10,2
36,-280305620,263.0,16,0,307.0,20,3,274.0,19,0,230.0,17,2
37,153613892,257.0,18,0,339.0,20,1,295.0,20,0,258.0,22,1
38,-1828210849,261.0,13,0,264.0,13,2,323.0,15,0,314.0,15,1
39,-1215830114,254.0,8,0,276.0,13,1,388.0,12,0,261.0,13,1
40,-999947,286.0,12,0,316.0,27,2,279.0,34,0,291.0,29,2
41,157203308,214.0,13,0,312.0,14,2,329.0,15,0,259.0,13,1
42,1644243034,240.0,14,0,375.0,10,3,329.0,8,0,226.0,9,3
43,-118119155,497.0,8,0,262.0,11,1,313.0,12,0,313.0,15,2
44,-1632219421,511.0,11,0,379.0,13,3,305.0,15,0,318.0,12,2
45,-1179304017,286.0,7,0,203.0,12,2,269.0,10,0,262.0,11,2
46,-715701207,256.0,15,0,257.0,13,1,211.0,13,0,262.0,14,1
47,-907978501,272.0,16,0,314.0,19,1,311.0,19,0,312.0,19,1
48,525740613,269.0,9,0,266.0,11,2,290.0,11,0,301.0,15,3
49,-2095490408,273.0,11,0,201.0,16,3,265.0,17,0,290.0,22,2
