,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,293.0,1,257,-687243425,3,278.0,1,257,-687243425,3,293.0,1,257,-687243425,3,293.0,1,257,-687243425,3
1,280.0,1,673,-442642077,54,270.0,1,673,-442642077,54,387.0,1,673,-442642077,54,453.0,1,673,-442642077,54
2,299.0,1,240,-1192514089,15,240.0,1,240,-1192514089,15,299.0,1,240,-1192514089,15,299.0,1,240,-1192514089,15
3,284.0,1,443,-724649479,32,319.0,1,443,-724649479,32,359.0,1,443,-724649479,32,327.0,1,443,-724649479,32
4,498.0,1,559,280568548,12,264.0,1,559,280568548,12,373.0,1,559,280568548,12,355.0,1,559,280568548,12
5,369.0,1,526,-956026622,16,336.0,1,526,-956026622,16,323.0,1,526,-956026622,16,318.0,1,526,-956026622,16
6,375.0,1,260,1114006708,19,356.0,1,260,1114006708,19,375.0,1,260,1114006708,19,375.0,1,260,1114006708,19
7,328.0,1,389,-2003877597,16,272.0,1,389,-2003877597,16,328.0,1,389,-2003877597,16,328.0,1,389,-2003877597,16
8,494.0,1,575,599591664,18,284.0,1,575,599591664,18,335.0,1,575,599591664,18,316.0,1,575,599591664,18
9,266.0,1,563,-1982165390,57,269.0,1,563,-1982165390,57,339.0,1,563,-1982165390,57,339.0,1,563,-1982165390,57
10,318.0,1,436,-1737176241,22,535.0,1,436,-1737176241,22,319.0,1,436,-1737176241,22,256.0,1,436,-1737176241,22
11,318.0,1,384,421305748,16,285.0,1,384,421305748,16,304.0,1,384,421305748,16,308.0,1,384,421305748,16
12,260.0,1,414,405285138,13,318.0,1,414,405285138,13,264.0,1,414,405285138,13,214.0,1,414,405285138,13
13,373.0,1,498,-564378159,50,322.0,1,498,-564378159,50,318.0,1,498,-564378159,50,315.0,1,498,-564378159,50
14,268.0,1,366,-1752899807,8,372.0,1,366,-1752899807,8,313.0,1,366,-1752899807,8,373.0,1,366,-1752899807,8
15,281.0,1,449,287724618,45,299.0,1,449,287724618,45,431.0,1,449,287724618,45,448.0,1,449,287724618,45
16,262.0,1,187,-696182747,19,316.0,1,187,-696182747,19,262.0,1,187,-696182747,19,262.0,1,187,-696182747,19
17,310.0,1,650,-2145477340,46,492.0,1,650,-2145477340,46,382.0,1,650,-2145477340,46,321.0,1,650,-2145477340,46
18,254.0,1,158,1951144489,10,317.0,1,158,1951144489,10,273.0,1,158,1951144489,10,257.0,1,158,1951144489,10
19,289.0,1,665,-2052379705,14,272.0,1,665,-2052379705,14,350.0,1,665,-2052379705,14,277.0,1,665,-2052379705,14
20,386.0,1,637,1210593546,39,263.0,1,637,1210593546,39,268.0,1,637,1210593546,39,408.0,1,637,1210593546,39
21,559.0,1,218,1705875883,5,255.0,1,218,1705875883,5,559.0,1,218,1705875883,5,559.0,1,218,1705875883,5
22,282.0,1,276,-1035916374,14,332.0,1,276,-1035916374,14,282.0,1,276,-1035916374,14,282.0,1,276,-1035916374,14
23,328.0,1,440,1548007414,31,336.0,1,440,1548007414,31,328.0,1,440,1548007414,31,328.0,1,440,1548007414,31
24,313.0,1,279,552985508,17,356.0,1,279,552985508,17,218.0,1,279,552985508,17,274.0,1,279,552985508,17
25,261.0,1,323,-983464446,26,317.0,1,323,-983464446,26,267.0,1,323,-983464446,26,261.0,1,323,-983464446,26
26,261.0,1,560,1300700610,51,286.0,1,560,1300700610,51,349.0,1,560,1300700610,51,404.0,1,560,1300700610,51
27,261.0,1,258,1795590262,3,269.0,1,258,1795590262,3,258.0,1,258,1795590262,3,277.0,1,258,1795590262,3
28,318.0,1,398,15049363,4,404.0,1,398,15049363,4,266.0,1,398,15049363,4,271.0,1,398,15049363,4
29,379.0,1,191,826608361,14,259.0,1,191,826608361,14,300.0,1,191,826608361,14,319.0,1,191,826608361,14
30,320.0,1,630,1416443870,63,268.0,1,630,1416443870,63,342.0,1,630,1416443870,63,361.0,1,630,1416443870,63
31,320.0,1,159,-306054104,12,376.0,1,159,-306054104,12,320.0,1,159,-306054104,12,320.0,1,159,-306054104,12
32,377.0,1,391,-1101519087,8,377.0,1,391,-1101519087,8,278.0,1,391,-1101519087,8,348.0,1,391,-1101519087,8
33,263.0,1,555,-2068902452,50,339.0,1,555,-2068902452,50,375.0,1,555,-2068902452,50,293.0,1,555,-2068902452,50
34,259.0,1,421,1118828130,13,508.0,1,421,1118828130,13,263.0,1,421,1118828130,13,432.0,1,421,1118828130,13
35,262.0,1,510,-1390716970,51,493.0,1,510,-1390716970,51,289.0,1,510,-1390716970,51,341.0,1,510,-1390716970,51
36,282.0,1,511,-830229948,36,449.0,1,511,-830229948,36,263.0,1,511,-830229948,36,297.0,1,511,-830229948,36
37,320.0,1,273,2063083315,3,214.0,1,273,2063083315,3,268.0,1,273,2063083315,3,315.0,1,273,2063083315,3
