,adaptive-support,adaptive-support_normal_staff,adaptive-support_passengers,adaptive-support_seed,adaptive-support_staff,no-support,no-support_normal_staff,no-support_passengers,no-support_seed,no-support_staff,passenger-support,passenger-support_normal_staff,passenger-support_passengers,passenger-support_seed,passenger-support_staff,staff-support,staff-support_normal_staff,staff-support_passengers,staff-support_seed,staff-support_staff
0,359.0,1,677,-432715202,7,310.0,1,677,-432715202,7,330.0,1,677,-432715202,7,282.0,1,677,-432715202,7
1,275.0,1,680,-738608701,7,499.0,1,680,-738608701,7,332.0,1,680,-738608701,7,316.0,1,680,-738608701,7
2,344.0,1,349,355382278,18,320.0,1,349,355382278,18,288.0,1,349,355382278,18,496.0,1,349,355382278,18
3,292.0,1,483,-127423018,5,380.0,1,483,-127423018,5,310.0,1,483,-127423018,5,292.0,1,483,-127423018,5
4,385.0,1,578,-2122707927,41,382.0,1,578,-2122707927,41,268.0,1,578,-2122707927,41,295.0,1,578,-2122707927,41
5,275.0,1,463,-776195569,19,313.0,1,463,-776195569,19,347.0,1,463,-776195569,19,309.0,1,463,-776195569,19
6,379.0,1,639,427423115,7,285.0,1,639,427423115,7,272.0,1,639,427423115,7,260.0,1,639,427423115,7
7,314.0,1,694,-2071811181,56,502.0,1,694,-2071811181,56,443.0,1,694,-2071811181,56,273.0,1,694,-2071811181,56
8,211.0,1,164,-1295733592,4,373.0,1,164,-1295733592,4,211.0,1,164,-1295733592,4,211.0,1,164,-1295733592,4
9,316.0,1,634,367022729,20,306.0,1,634,367022729,20,369.0,1,634,367022729,20,267.0,1,634,367022729,20
10,435.0,1,392,-1898223452,24,348.0,1,392,-1898223452,24,383.0,1,392,-1898223452,24,378.0,1,392,-1898223452,24
11,304.0,1,649,-1177591447,46,516.0,1,649,-1177591447,46,464.0,1,649,-1177591447,46,404.0,1,649,-1177591447,46
12,316.0,1,316,-592937880,7,403.0,1,316,-592937880,7,316.0,1,316,-592937880,7,316.0,1,316,-592937880,7
13,402.0,1,395,-901739022,36,317.0,1,395,-901739022,36,291.0,1,395,-901739022,36,253.0,1,395,-901739022,36
14,275.0,1,155,-847097048,13,377.0,1,155,-847097048,13,316.0,1,155,-847097048,13,272.0,1,155,-847097048,13
15,426.0,1,450,1688597424,23,319.0,1,450,1688597424,23,334.0,1,450,1688597424,23,243.0,1,450,1688597424,23
16,381.0,1,493,-178185998,30,351.0,1,493,-178185998,30,409.0,1,493,-178185998,30,319.0,1,493,-178185998,30
17,380.0,1,195,-156250737,6,334.0,1,195,-156250737,6,380.0,1,195,-156250737,6,380.0,1,195,-156250737,6
18,303.0,1,446,-1964567553,5,301.0,1,446,-1964567553,5,341.0,1,446,-1964567553,5,261.0,1,446,-1964567553,5
19,401.0,1,217,-1499020089,18,261.0,1,217,-1499020089,18,401.0,1,217,-1499020089,18,401.0,1,217,-1499020089,18
20,372.0,1,480,643738969,10,271.0,1,480,643738969,10,496.0,1,480,643738969,10,330.0,1,480,643738969,10
21,263.0,1,329,1600837545,20,265.0,1,329,1600837545,20,276.0,1,329,1600837545,20,313.0,1,329,1600837545,20
22,346.0,1,616,-1202904442,56,270.0,1,616,-1202904442,56,275.0,1,616,-1202904442,56,368.0,1,616,-1202904442,56
23,380.0,1,515,1442983340,16,262.0,1,515,1442983340,16,438.0,1,515,1442983340,16,312.0,1,515,1442983340,16
24,297.0,1,632,359665779,45,739.0,1,632,359665779,45,399.0,1,632,359665779,45,268.0,1,632,359665779,45
25,336.0,1,593,1358012239,60,285.0,1,593,1358012239,60,470.0,1,593,1358012239,60,284.0,1,593,1358012239,60
26,369.0,1,205,-1390805084,21,291.0,1,205,-1390805084,21,369.0,1,205,-1390805084,21,369.0,1,205,-1390805084,21
27,265.0,1,319,1161546760,20,290.0,1,319,1161546760,20,265.0,1,319,1161546760,20,265.0,1,319,1161546760,20
28,397.0,1,509,-117841969,46,316.0,1,509,-117841969,46,321.0,1,509,-117841969,46,344.0,1,509,-117841969,46
29,262.0,1,317,1526701369,32,266.0,1,317,1526701369,32,262.0,1,317,1526701369,32,262.0,1,317,1526701369,32
30,271.0,1,471,-434359269,5,312.0,1,471,-434359269,5,320.0,1,471,-434359269,5,326.0,1,471,-434359269,5
31,369.0,1,447,1245274818,36,348.0,1,447,1245274818,36,336.0,1,447,1245274818,36,357.0,1,447,1245274818,36
32,289.0,1,338,-577523393,14,345.0,1,338,-577523393,14,366.0,1,338,-577523393,14,375.0,1,338,-577523393,14
33,289.0,1,598,1904009959,54,439.0,1,598,1904009959,54,259.0,1,598,1904009959,54,266.0,1,598,1904009959,54
34,260.0,1,284,-565252028,20,380.0,1,284,-565252028,20,260.0,1,284,-565252028,20,260.0,1,284,-565252028,20
35,319.0,1,200,-366138300,6,325.0,1,200,-366138300,6,319.0,1,200,-366138300,6,319.0,1,200,-366138300,6
36,261.0,1,501,-1476256839,21,283.0,1,501,-1476256839,21,375.0,1,501,-1476256839,21,260.0,1,501,-1476256839,21
37,312.0,1,184,886485321,10,248.0,1,184,886485321,10,265.0,1,184,886485321,10,407.0,1,184,886485321,10
38,376.0,1,261,-959696466,24,565.0,1,261,-959696466,24,376.0,1,261,-959696466,24,376.0,1,261,-959696466,24
39,269.0,1,269,1156409061,3,601.0,1,269,1156409061,3,269.0,1,269,1156409061,3,269.0,1,269,1156409061,3
40,341.0,1,185,1832815403,19,254.0,1,185,1832815403,19,341.0,1,185,1832815403,19,260.0,1,185,1832815403,19
41,435.0,1,303,-1553075249,31,316.0,1,303,-1553075249,31,323.0,1,303,-1553075249,31,323.0,1,303,-1553075249,31
42,305.0,1,365,-346901402,8,302.0,1,365,-346901402,8,312.0,1,365,-346901402,8,498.0,1,365,-346901402,8
43,396.0,1,621,284009734,19,275.0,1,621,284009734,19,434.0,1,621,284009734,19,258.0,1,621,284009734,19
44,313.0,1,239,-1833045278,17,348.0,1,239,-1833045278,17,376.0,1,239,-1833045278,17,386.0,1,239,-1833045278,17
45,353.0,1,502,1718959982,16,311.0,1,502,1718959982,16,264.0,1,502,1718959982,16,280.0,1,502,1718959982,16
46,242.0,1,337,1602524618,21,261.0,1,337,1602524618,21,242.0,1,337,1602524618,21,242.0,1,337,1602524618,21
47,264.0,1,477,-526118414,39,337.0,1,477,-526118414,39,466.0,1,477,-526118414,39,266.0,1,477,-526118414,39
48,251.0,1,346,-1724164587,21,262.0,1,346,-1724164587,21,273.0,1,346,-1724164587,21,256.0,1,346,-1724164587,21
49,256.0,1,225,764086956,3,313.0,1,225,764086956,3,256.0,1,225,764086956,3,256.0,1,225,764086956,3
