,no-support_mean,no-support_std,no-support_median,no-support_min,no-support_max,staff-support_mean,staff-support_std,staff-support_median,staff-support_min,staff-support_max,passenger-support_mean,passenger-support_std,passenger-support_median,passenger-support_min,passenger-support_max,adaptive-support_mean,adaptive-support_std,adaptive-support_median,adaptive-support_min,adaptive-support_max
0,312.0,,312.0,312.0,312.0,500.0,,500.0,500.0,500.0,317.0,,317.0,317.0,317.0,296.0,,296.0,296.0,296.0
