,random_seed,random_pass,random_staff,random_normal_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-2079071986,369,34,1,327.0,10,0,330.0,7,2,354.0,4,0,264.0,6,2
1,-1795565298,375,38,1,280.0,12,0,322.0,15,2,269.0,14,0,325.0,14,2
2,1124236793,266,19,1,335.0,3,0,307.0,10,1,295.0,8,0,340.0,10,1
3,146385861,673,14,1,835.0,19,0,382.0,18,5,386.0,17,0,292.0,16,7
4,-134668970,409,29,1,318.0,10,0,326.0,11,2,327.0,10,0,306.0,11,2
5,1114779474,180,11,1,256.0,2,0,360.0,5,0,360.0,5,0,360.0,5,0
6,169086528,480,29,1,347.0,9,0,268.0,12,1,265.0,11,0,295.0,11,1
7,1375543277,386,39,1,357.0,20,0,297.0,12,1,264.0,12,0,391.0,12,1
8,-1229148880,197,10,1,374.0,4,0,378.0,5,0,378.0,5,0,378.0,5,0
9,402213151,629,26,1,324.0,20,0,263.0,11,5,273.0,11,0,281.0,13,5
10,-480020167,523,27,1,313.0,19,0,266.0,16,6,277.0,20,0,318.0,20,6
11,1359686404,417,26,1,336.0,10,0,261.0,19,2,268.0,15,0,441.0,21,0
12,1142917685,245,13,1,333.0,13,0,266.0,8,0,266.0,8,0,266.0,8,0
13,-647231556,538,27,1,276.0,19,0,370.0,14,5,427.0,16,0,442.0,19,4
14,-1482860791,339,31,1,258.0,9,0,311.0,8,1,396.0,11,0,340.0,12,1
15,702358813,231,19,1,321.0,3,0,292.0,8,0,292.0,8,0,292.0,8,0
16,-584434355,160,16,1,259.0,3,0,257.0,6,0,257.0,6,0,257.0,6,0
17,-769577168,656,27,1,286.0,23,0,321.0,11,9,242.0,13,0,316.0,10,4
18,860408527,573,41,1,286.0,17,0,399.0,21,4,273.0,18,0,376.0,20,3
19,1345139339,187,12,1,254.0,10,0,314.0,2,0,314.0,2,0,314.0,2,0
20,-1762904005,659,20,1,424.0,22,0,435.0,16,18,297.0,13,0,242.0,12,18
21,294004389,235,24,1,1093.0,7,0,351.0,6,0,351.0,6,0,351.0,6,0
22,1715243701,337,27,1,329.0,11,0,317.0,6,4,311.0,7,0,320.0,4,3
23,-1179470247,433,39,1,654.0,11,0,327.0,9,0,327.0,9,0,327.0,9,0
24,-92352443,583,6,1,862.0,23,0,267.0,11,7,286.0,10,0,533.0,10,7
25,-461795645,633,38,1,354.0,17,0,350.0,14,5,319.0,17,0,292.0,17,9
26,-1773386517,272,22,1,256.0,10,0,267.0,7,0,267.0,7,0,267.0,7,0
27,-1628123981,446,45,1,478.0,14,0,322.0,16,2,453.0,17,0,479.0,17,2
28,1829640589,529,11,1,269.0,16,0,352.0,14,1,371.0,17,0,264.0,14,2
29,1449333292,481,34,1,515.0,8,0,321.0,17,2,288.0,19,0,264.0,17,2
30,1128596772,488,5,1,373.0,11,0,377.0,27,2,372.0,31,0,274.0,27,2
31,-1031692633,214,3,1,395.0,6,0,255.0,7,0,255.0,7,0,255.0,7,0
32,-855958257,158,5,1,313.0,2,0,274.0,6,0,274.0,6,0,274.0,6,0
33,1933649877,391,32,1,351.0,9,0,366.0,10,2,375.0,12,0,265.0,11,3
34,-1673851143,582,41,1,330.0,18,0,360.0,21,3,280.0,23,0,321.0,22,1
35,-1446124687,451,37,1,553.0,14,0,337.0,7,3,280.0,8,0,261.0,9,3
36,-604460929,511,31,1,269.0,12,0,270.0,10,3,325.0,10,0,272.0,10,7
37,-1706044334,488,20,1,414.0,13,0,380.0,19,3,256.0,19,0,315.0,19,6
38,-2136744095,529,38,1,345.0,11,0,261.0,7,5,261.0,7,0,255.0,8,5
39,162988764,693,63,1,292.0,20,0,268.0,23,5,318.0,19,0,389.0,19,3
40,-380208211,407,33,1,370.0,6,0,374.0,13,7,262.0,11,0,384.0,14,8
41,636498242,418,30,1,663.0,4,0,343.0,16,2,332.0,13,0,318.0,13,2
42,-1474445640,346,7,1,377.0,10,0,256.0,8,1,314.0,7,0,313.0,8,1
43,-1896714037,393,4,1,798.0,9,0,289.0,16,2,310.0,14,0,262.0,12,0
44,-1056652415,659,27,1,281.0,24,0,375.0,18,7,354.0,18,0,323.0,24,4
45,-826835991,457,46,1,356.0,16,0,314.0,16,2,621.0,17,0,310.0,14,4
46,2140565831,403,17,1,739.0,15,0,275.0,21,3,267.0,15,0,290.0,20,1
47,-1643663753,483,5,1,278.0,10,0,267.0,19,5,373.0,20,0,304.0,21,0
48,-1699543164,158,13,1,312.0,4,0,365.0,6,0,365.0,6,0,365.0,6,0
49,1038358872,649,33,1,324.0,19,0,355.0,24,5,492.0,15,0,283.0,21,3
